participant:assignmentId,condition,interested-Bear,complex-Bear,time-Bear,progress-Bear,rule-Bear,future-learn-0-Bear,future-learn-1-Bear,interested-Bunny,complex-Bunny,time-Bunny,progress-Bunny,rule-Bunny,future-learn-0-Bunny,future-learn-1-Bunny,interested-GreenMonster,complex-GreenMonster,time-GreenMonster,progress-GreenMonster,rule-GreenMonster,future-learn-0-GreenMonster,future-learn-1-GreenMonster,interested-Squid,complex-Squid,time-Squid,progress-Squid,rule-Squid,future-learn-0-Squid,future-learn-1-Squid,age,gender,race,ethnicity,thoughts,comments
A2SWQM5X54P1O5:3LJ7UR74RISJP2D88PK9QGGEUQ9N4G,0,3,2,2,9,10,8,1,3,2,2,9,10,8,1,10,9,10,3,3,8,10,9,9,9,3,3,10,10,30,female,asian,nonhisp,I think this is about how people categorize things,I do not have anything else to add
A2UO3QJZNC2VOE:37M28K1J0RS281242S28ACLXEHJJA5,1,6,7,5,6,9,7,8,6,10,9,2,1,4,1,4,3,4,4,4,3,9,3,3,3,5,8,2,9,32,male,white,nonhisp,not sure,it was fun
A2USG1JP96FTV:3QXNC7EIPJAH1CRDOEE2WCVH9RV092,1,9,10,9,5,1,10,10,7,3,4,9,10,10,1,9,7,9,4,1,10,10,7,2,4,9,10,10,1,64,male,white,nonhisp,Trying to find the rule.,no comments
A2V27A9GZA1NR2:3MD9PLUKKJTZSZ1XTIAZKCTNWNSZNP,0,7,4,9,9,8,1,2,8,10,5,3,8,7,9,8,9,5,4,8,1,9,9,7,5,5,8,1,5,35,male,white,nonhisp,Really dont know...,ty
A2VBSFSJXLZZ7A:36U2A8VAG2EYF36P0JG0ED3HWYXYK6,0,3,1,2,10,10,3,1,3,6,3,9,10,3,1,3,3,5,8,10,10,1,10,10,8,2,1,10,6,34,male,white,nonhisp,How people find rules for a certain outcome.,
A2VRDE2FHCBMF8:3E13VNJ1NOAAJ25YOROFNADUW681I2,1,3,1,10,10,10,10,2,3,1,3,8,10,10,4,6,7,1,1,5,10,10,9,10,1,1,5,10,10,38,male,white,NA,Correlations and I don't know what else :(,"It has been interesting, thank you!"
A2WH3GIS2KF8LU:3FDJT1UU75N0DFW5PHB33G5O1TI5KM,0,8,1,1,5,10,2,1,8,2,2,5,10,4,1,8,10,10,2,4,10,3,8,7,5,10,10,8,1,32,male,mult,nonhisp,Learning and adaption when presented with choices.,
A2WT6FV92737W6:3PH3VY7DJMCPFTABLJ1MGV6EOXGWZS,0,7,7,6,7,7,10,6,2,2,2,9,10,10,3,3,1,2,9,10,10,3,10,10,10,4,3,10,10,44,male,white,nonhisp,To see if I can figure out which types of food each monster likes based on how the monsters look.,This was fun. Thank you.
A2YTO4EY3MNYAJ:31QTRG6Q2USZQU35DBL8AUPGP5KPY8,0,10,1,3,10,1,9,10,1,10,10,1,10,9,1,5,10,10,1,10,9,1,10,1,3,10,1,4,10,43,female,white,hisp,I'm not really sure anymore,everything ran smoothly
A2ZR3PL5I0KPQ6:3U4J9857OFQE7G6U7XD72X0U5527BH,0,9,1,1,10,10,10,1,5,7,8,6,2,6,10,8,3,4,9,9,5,3,6,5,7,8,7,7,10,38,female,white,nonhisp,How individuals learn ,
A2ZRF4I5RTKN7G:384PI804XTGZ6RNCXKETD7070D1S0H,0,5,3,3,8,8,8,6,4,4,1,3,3,5,7,2,1,1,10,10,3,3,10,10,10,1,1,10,7,39,female,white,nonhisp,I don't know,That one with the squiggly legs - I could not figure that one out for the life of me.
A2ZV96GRXVSXK4:3BDCF01OGY99Z9O7LJS1TDGWKVQYLQ,1,1,7,6,2,5,10,7,5,6,8,8,10,10,5,7,1,5,9,10,10,5,1,10,6,2,1,10,6,29,female,white,nonhisp,noticing patterns ,
A31JJT3IP69MZ3:3W92K5RLWVWETQQHOLPA5PG5GO5V57,1,3,10,5,2,1,9,3,10,8,10,9,9,8,4,9,7,6,8,7,5,4,5,1,6,10,10,8,1,25,male,white,nonhisp,I have no clue.,
A33LYSCQQU1YDJ:3WYGZ5XF3XU1JHUG1DOBWRFGEALSKZ,1,6,1,1,10,10,2,1,10,9,10,4,2,9,9,10,10,10,2,1,10,9,8,2,2,10,10,2,1,42,female,white,nonhisp,if a person cold tell when spending more time learning something would not benefit them.,
A3424ZUN4F0OII:3KYQYYSHYWME7JWD2FLF89APXCPODP,1,1,1,2,10,10,10,1,1,1,2,10,10,3,1,10,10,10,1,1,6,3,3,6,4,6,6,10,7,19,male,white,nonhisp,I have no idea,
A347XXV5JH19PB:3MH9DQ757XRCW8Q10RYWD05BSQMUGB,1,10,10,10,1,1,10,5,10,7,4,5,5,8,10,10,1,1,10,10,10,1,9,1,2,10,10,8,1,38,female,white,nonhisp,I HAVE NO IDEA,"NONE, THANK YOU"
A34930YXVQ8SUT:3NS0A6KXC5NTI7KB6EX4USKQVAAGZ0,1,6,2,2,10,10,10,1,9,6,5,7,10,10,1,9,10,8,3,2,10,5,6,2,2,10,10,10,1,37,male,white,nonhisp,I don't know.,
A34D413HR7ZIFM:3M68NM076IMIJN9EKKU5WY52RDN6RP,1,8,1,7,10,10,7,10,7,8,8,4,3,7,7,4,8,8,4,3,9,6,6,1,6,10,10,7,10,35,female,white,nonhisp,learning,n/a
A351P2O6QGTCS:3ZPPDN2SLWBGS267WLDHH1XL3R89EY,1,10,1,10,10,10,10,10,10,10,6,5,1,10,1,1,10,5,1,1,10,1,10,1,10,10,10,10,10,51,female,white,nonhisp,Not sure,
A363K42LE9BAT5:3Q5C1WP23NGY7EAJH75LY19PSNW15T,0,10,10,10,2,1,10,10,4,4,6,7,8,5,6,1,1,1,10,10,5,3,1,1,1,10,10,6,1,20,female,black,hisp,recognizing different species and their preferences,
A36E1O48KQ6OP0:3EJPLAJKENVRLEV5U1OII1710UPZ6U,1,3,10,2,3,2,10,10,7,9,3,8,1,8,10,1,10,2,7,2,10,10,8,2,1,10,10,5,1,31,female,black,nonhisp,not sure,n/a
A39SX1QZR36L7A:3UXUOQ9OKFC9O6121JDB7MGONMM7AP,0,4,7,3,8,10,4,1,5,5,10,2,1,2,2,8,10,7,9,10,3,1,8,8,9,9,10,2,1,23,female,white,nonhisp,It was tough to learn everything about them,
A3A6AK4E156TVE:3OF2M9AATH3YKTGUW5IJSKCJ2SBKZT,0,10,10,10,1,2,10,10,4,4,6,9,10,10,3,8,7,4,6,7,9,7,3,1,1,10,10,9,4,58,female,white,nonhisp,Using differences to find categories?,I couldn't get any idea about the blue bears!
A3AY0315YWWNXY:3K5TEWLKGWQQ5ELWV584UYKAMDHVIU,0,10,1,6,6,10,5,1,6,6,6,6,6,5,10,6,10,6,6,6,5,10,6,10,6,6,6,5,10,27,male,white,nonhisp,I am not sure of the purpose of this experiment.,"Nothing to add, thank you."
A3B7TNVOISSZ2O:3ZOTGHDK5JQK98FVZ5G438WPZIBOS2,1,5,3,2,8,10,9,7,6,3,2,7,10,9,7,5,3,2,8,10,9,7,10,10,10,1,3,9,1,37,male,white,nonhisp,Rules,
A3CMRD0ZMKYWJS:3K9FOBBF2IYFNAKTEHJQCXIPHE0LN8,1,6,10,10,2,6,10,9,6,1,3,10,10,10,2,6,6,2,9,9,7,8,6,1,2,10,10,3,1,50,female,white,nonhisp,Speed of learning patterns/rules maybe?,
A3DFJV1RD653DQ:3B1NLC6UG0BZ43I5J5Z23UICK9RPG7,1,6,1,6,10,10,9,1,10,9,9,2,1,8,8,3,5,8,7,8,9,6,2,6,8,6,3,8,6,31,male,black,nonhisp,not sure,
A3E3OELJKHW58C:3J88R45B2HDAQPDV8FZ6RGI7NZEXPY,0,5,1,10,10,10,5,5,1,10,3,1,2,10,5,5,1,8,10,10,6,5,1,10,3,1,2,10,5,42,female,white,nonhisp,I'm not sure.,n/a
A3EWTW55UCNAHG:37TD41K0AIOJ0JIS907D8828A42SCJ,0,10,10,7,1,3,10,1,10,10,5,1,2,10,1,7,7,6,1,7,8,1,1,1,5,10,10,1,1,24,male,white,nonhisp,To see how people can learn patterns based on observation.,"I swear to god I couldn't for the life of me figure out what blue platypus bear duck thing, and pink rabbit monster liked, it just seemed random. When I though I had a pattern down, they knew how to throw me off my game and leave me flustered. "
A3F128VOB46KDM:3QY5DC2MXSZ6I8U6P7SEVF5ZRBCFUN,1,7,5,5,8,10,5,10,8,8,4,7,9,10,10,10,10,7,5,8,9,10,5,1,10,10,10,7,5,64,female,black,nonhisp,observation,
A3FHFGC3V9B3OJ:3IHR8NYAM8GJSNPLO4X1U5L9U4J4P0,0,10,10,10,3,3,10,3,1,1,1,10,10,5,1,1,1,1,10,10,1,1,10,10,10,1,1,10,1,27,female,white,nonhisp,Noticing details and interest in finding and learning patterns.,
A3G2NVZWJQH4YH:3VNXK88KKDXXUDSTRB2RH5L73M99V2,0,9,4,3,9,9,10,3,8,5,3,4,10,5,3,3,10,3,1,1,5,1,10,2,10,10,10,5,3,71,female,white,nonhisp,Learning patterns,Thank you.
A3GEL5PWFIK05S:3V5Q80FXIY62IK5BMSH6ONLA6XR23T,0,1,1,1,10,10,7,1,8,8,4,4,7,3,6,10,10,8,2,2,9,3,10,7,8,3,7,10,7,28,female,white,nonhisp,"I have no idea, probably studying how people learn things.","this was fun, but also really weird."
A3HE8VNBXD2BR0:3A7Y0R2P2P3E4EAXD2UMUKWVE1LXJD,0,2,1,2,9,10,2,1,4,4,5,7,7,6,4,6,4,6,8,8,10,3,8,10,10,6,5,7,10,27,male,other,hisp,Pattern recognition,
A3HQXCWOIQKT4F:3QL2OFSM97XMK6QN14QR9ES2N4UNC0,0,10,10,9,7,5,10,10,5,2,3,10,10,5,1,5,2,3,10,10,6,1,10,9,9,7,6,10,10,28,male,white,nonhisp,How we perceive and evaluate traits of monsters and how we learn them over time.,
A3HV22CJSBWOKJ:3RJSC4XJ119Y0PP1LO1LKWQFMT6505,0,10,10,9,3,1,8,6,7,5,4,9,10,6,1,2,1,1,6,10,4,1,7,6,6,10,10,5,1,35,female,white,nonhisp,To see our ability to determine patterns.,
A3HXHSLYQT8GWC:32VNZTT0A8J440501W1QZ0LOVM74RS,1,10,1,9,10,10,10,10,8,10,10,6,1,10,10,8,10,10,5,1,10,10,10,3,9,10,10,10,10,29,female,white,nonhisp,No clue.,
A3J0IAI8AJBGKX:3HFNH7HEMITK4FJKJIER3Z8MQ79GQQ,1,1,1,2,9,9,7,2,1,1,1,10,10,4,1,10,7,9,3,3,8,8,10,10,7,4,3,7,10,59,male,white,nonhisp,Learning categories,fun thanks
A3JTDNRJYVCGQD:3R08VXYT7DA6VJ452O93PBDFF6XW7Z,1,9,8,9,7,7,10,8,10,10,10,3,4,7,10,7,1,1,10,10,5,1,7,1,1,10,10,7,1,28,female,white,nonhisp,I think it was about how quickly people can learn about the rules in determining which food a monster family likes to eat.,
A3L0DCUXI7X3A9:37W3JXSD67NPA306PXZ32OXCI3CWY1,1,3,2,5,9,9,2,4,4,7,6,8,8,8,4,8,10,10,2,1,10,8,5,3,5,8,8,2,3,44,male,white,nonhisp,To understand rules of categorization.,no problems
A3L2UB07EZJAMD:3X31TUMD7Y1C93D49ULSFQ5MDA21LG,1,10,10,10,1,5,10,10,10,1,2,9,10,10,2,10,1,3,10,10,10,1,10,4,6,8,10,10,1,48,male,white,nonhisp,Learning and memorization capability for different categories and characteristics of things.,Thank you.
A3MMOZDMBZ8K42:3AAPLD8UCDWBWR6NKSQ4T4VAOCZTHP,0,6,5,8,8,10,6,10,5,1,1,10,10,6,6,8,8,10,2,4,10,7,10,10,9,4,4,6,7,40,female,white,NA,Learning patterns,Thank you!
A3MYTEE8WSEQ2Z:3GD6L00D3TCWFLVP96M7F3KBEIJM11,1,2,10,10,3,3,8,3,7,7,7,8,9,4,9,6,7,7,6,5,8,6,9,2,2,10,10,10,10,23,male,mult,hisp,something to do with categorization,
A3N0QZ9ZKUCTCQ:3KXIR214I5VN0GOFM6MPYSDGKW224R,1,8,7,4,6,5,8,4,5,3,2,10,10,6,1,3,10,10,3,2,2,6,6,4,3,8,8,5,3,28,male,white,nonhisp,Perception of category learning based on how difficult it's to learn how to distinguish a group using common specifications and the time willing to commit toward learning a category depending on the difficulty involve.,
A3N8JP3QR3VPE8:3ITXP059PXY68XOYJSOZVCF30OGJST,0,9,8,9,7,10,8,7,6,9,8,8,7,9,8,7,6,7,5,6,7,7,9,9,8,8,8,7,6,51,female,white,nonhisp,learning rules,
A3P5WIW36V70AI:36U2A8VAG2EYF36P0JG0ED3HVVMKYA,1,6,9,1,1,2,8,7,5,6,1,2,6,7,8,8,2,2,7,10,6,10,9,1,8,9,10,1,10,43,male,white,nonhisp,honestly not sure at all,
A3PM2X0EKG7L8W:3NPFYT4IZDJ4DCKW5W9JX74FNBMGXF,1,6,1,3,10,10,3,10,6,1,1,10,10,3,10,6,1,1,10,10,3,10,10,10,10,1,1,10,1,23,male,white,NA,,
A3PO4C1WA2FQHW:31QNSG6A5S8V5I8N4LTXBVATXYM78L,1,7,10,10,1,10,4,6,6,8,10,1,10,6,4,10,1,1,10,6,9,8,10,1,1,10,9,8,9,37,female,white,nonhisp,I have nothing to say,I have nothing to say
A3QB0Z9AN62HFH:34T446B1C1TJZAYG0YOTY2WPFBZC0U,1,10,7,8,5,6,10,7,10,5,8,7,9,10,7,7,3,3,8,10,1,9,1,10,1,1,1,10,1,28,male,black,NA,patterns.,thanks!
A3RAQZNM5V6A2M:3H8DHMCCWAQVHSBY4NTM1STGD8XKDL,1,2,8,2,7,10,7,2,9,10,9,2,3,8,10,4,1,3,10,10,9,1,1,2,2,9,10,3,3,34,male,white,nonhisp,Learning and comprehension of individuals,Do those pink things even know what they want??
A3RMV9ZGFJ0HHF:3U5JL4WY5LOO1WRCAV7IOI7CX534X4,0,10,1,1,10,10,3,2,10,10,10,1,2,7,10,10,3,3,8,10,5,3,10,6,6,5,8,10,4,35,female,asian,nonhisp,Recognizing rules and patterns,
A3UTFL5JHRQCM1:3QL2OFSM97XMK6QN14QR9ES2N54CN1,0,7,5,7,6,7,9,,3,1,2,10,10,2,1,2,1,3,9,10,9,1,9,9,9,3,2,10,10,31,male,white,nonhisp,Finding patterns. ,Very interesting study. I liked it. 
A40LU73SS18IW:3K3R2QNK8CIXHY3TMLSMLJJOPF09UD,0,2,10,10,3,2,7,8,9,1,6,10,10,7,2,4,5,1,8,8,5,6,6,4,6,8,9,6,6,54,female,mult,nonhisp,Being able to find patterns?,It was a fun HIT. Thanks!
A4ZPIPBDO624H:3SBEHTYCWOI798G10GVO1XO44U6YIT,0,8,9,3,1,2,10,5,7,5,4,6,6,8,6,8,7,4,6,7,6,6,9,1,9,9,10,4,1,38,male,black,nonhisp,How people can figure out patterns.,
A58QOLDFC179Q:3Y4W8Q93L0Z9X35A3R7T314XT5IVDU,0,4,8,3,3,3,10,10,3,8,2,1,3,10,10,4,10,6,7,3,10,10,9,1,10,10,10,10,7,31,male,black,hisp,Pattern recognition,
A5EU1AQJNC7F2:3AMW0RGHOEH5EVZR69CXTER9LL4NP4,1,3,1,1,10,10,7,1,9,10,10,2,1,10,10,7,5,9,7,9,10,2,7,3,7,9,9,9,4,28,female,white,nonhisp,to see how much you can learn and infer from different families,
A5J0OW727ZCWY:30OG32W0SVQ1H4A1XVWMZ2S58HCENR,1,7,2,2,10,9,4,3,10,10,10,2,1,10,10,9,3,3,9,9,4,2,10,8,8,6,4,8,10,46,female,white,nonhisp,possibly memory,
A5JMH4GQPZB4N:3HOSI13XH03N3M5OC67ZXFYQTYJDDI,1,6,4,7,10,10,6,10,7,10,1,2,1,3,2,9,7,3,5,6,9,6,10,3,10,10,10,8,10,39,male,white,nonhisp,finding patterns,i have none
A5TI9UQEPLNWI:39ZSFO5CA9BMNAG28XJZADXRLL1JU9,0,7,7,6,6,9,8,7,6,9,8,3,5,10,6,9,2,3,9,10,7,8,7,9,10,7,5,10,4,42,male,white,nonhisp,NO IDEA,
A74PT3GRDMEZ:3P529IW9KZ03ZI7CGT0D4S9GEKWLFC,1,10,10,10,5,3,9,10,5,5,6,9,10,10,1,7,8,7,9,8,4,3,6,3,2,7,10,2,1,23,other,white,nonhisp,Discovering and remembering corresponding patterns,
A95RHRMLHT89M:3KWTYT0871IBXLENAHN4IGI3PQ3L5E,1,10,3,6,8,6,8,9,7,8,8,4,6,8,9,6,7,6,7,6,8,8,6,4,6,8,8,9,7,22,male,black,nonhisp,Categorizing and learning about the subtle differences in monsters,great work
A9O273N0X06JS:3R0T90IZ1TRGAE91E0DWJUJ5MTNCGY,0,3,2,1,9,10,2,1,6,7,3,10,8,8,2,3,2,2,9,10,8,1,6,8,9,6,1,4,1,24,male,white,nonhisp,I have no idea,thank you
AA402T4YY1S7N:39DD6S19JQQVYTOK0J7GUPZEIVFZEO,0,5,5,5,6,8,8,8,5,5,5,6,6,7,6,5,8,8,9,8,6,6,5,8,8,8,7,8,6,33,male,white,nonhisp,If I could learn the traits of the monsters' eating habits,
ABMX8XUNPR3LP:3NLZY2D53Q40Q7XLU9B7GRDUMPNLQV,1,1,10,10,1,1,9,2,10,1,3,10,10,3,1,10,2,1,10,10,9,1,5,9,7,6,4,6,8,37,female,white,nonhisp,If we could figure out the hidden rules,None
ABNIK627MHQJQ:3Z2R0DQ0JIT5SIL8BCY27EP7XLGE2T,0,10,2,4,10,10,10,4,10,10,10,4,3,10,9,10,4,6,9,9,10,7,10,7,9,7,8,10,7,24,female,white,nonhisp,To see how easily I could learn rules by being shown examples and working it out myseld,None
AC5UD8N187QD6:3ZGVPD4G6UWXNC6HQEWBTBZFK20TZZ,1,7,7,8,5,4,8,7,8,10,10,4,4,8,9,5,2,3,8,10,9,3,5,2,3,9,10,3,2,45,male,white,nonhisp,category inferences,
AC8IEBY696VJO:3PQMUDRV7SLLJ81WWY9LF9UGD8ZIIR,0,6,1,1,10,10,2,1,5,6,3,7,10,7,10,1,7,5,2,5,10,5,10,10,10,1,1,10,1,33,female,white,nonhisp,What patterns people are most receptive to,
AEI5USUUPBU2G:3UXUOQ9OKFC9O6121JDB7MGONMK7AN,0,2,1,1,10,10,2,1,9,10,10,2,3,10,7,3,7,7,8,10,10,1,2,1,1,10,10,1,1,32,female,white,nonhisp,Identifying patterns?,
AFDC9A6Z60W2Z:3IUZPWIU1PMUQYBPLIYCTGI1KNMKWB,1,8,8,8,5,5,8,8,6,4,5,8,9,6,3,6,1,3,10,10,7,1,5,1,1,10,10,6,1,45,male,white,nonhisp,not sure,
AFUX7IUQOE0NA:3UJ1CZ6IZI4Y1Y9DUQK5U2WYINI5SQ,1,3,2,1,10,10,10,1,10,10,7,2,7,7,10,4,2,3,10,10,9,1,9,9,9,4,8,5,10,34,male,white,nonhisp,Difficulty in finding differences.,
AHT8HA3JRWVGV:354P56DE9LIDO2NWIJZ2SMAU9TLS70,1,10,10,10,2,1,4,10,5,7,6,3,4,10,8,1,1,1,10,10,7,1,2,1,1,10,10,7,1,30,female,white,hisp,I have no idea.,
AHUQR5YP39J6Y:3KB8R4ZV1FMX09HV00H18ADN353BGZ,1,6,5,8,7,7,2,5,4,10,9,2,2,10,7,6,2,2,10,10,2,2,5,8,6,7,8,7,5,51,female,mult,nonhisp,figuring out patterns,
AIEKCWYZTS41V:3PZDLQMM0U0QVK1UFLS7HQP4C9IC2D,1,3,1,1,10,10,2,1,3,1,1,10,10,2,1,8,10,10,8,1,10,5,3,4,4,2,10,6,1,32,male,black,nonhisp,Something to do with memory and figuring out rules/patterns?,
AJD3JOWNVDZD1:3DL65MZB8EUIQ0DA85N8JRYT9C8ECH,1,7,9,5,5,4,9,6,2,1,6,10,10,2,1,8,10,6,1,1,10,1,2,1,5,10,10,3,1,50,female,white,nonhisp,No idea,none
AJFB5KQLNYW03:3FQ5JJ512M34342BTH7PXX5ARBAKNC,1,6,8,3,1,1,9,10,6,8,6,5,4,9,10,6,5,7,8,10,9,5,6,1,8,10,10,5,3,43,female,black,nonhisp,How well you could remember preferences.,
AJNQ2PBD07FKE:3F1567XTNXK5P5WC5C8HBIMZMVR9Q7,0,2,1,1,10,10,2,1,2,1,1,10,10,3,1,9,8,10,2,5,10,8,9,10,10,1,5,7,8,30,female,white,nonhisp,i thought it was interesting and engaging especially since two were easy and two were hard.,
AKU3Z7174B91F:31IBVUNM9TE6VNJ6UX2JR17I5ILVFS,1,4,4,4,10,10,10,1,3,1,1,10,10,7,1,6,1,1,6,10,10,4,10,10,10,1,1,10,10,33,male,black,nonhisp,Cognitive psychology.,
AKZ8SFOAI4RZN:3ON104KXQLB9CWMM0QBWMZT5O3X4WB,1,10,8,8,7,8,10,9,4,3,4,9,10,9,2,10,10,10,1,5,10,9,2,1,1,10,10,2,2,29,male,white,nonhisp,I think it was about learning patterns and which ones we choose to spend time learning based on which ones were hard or easy.,none
AL7TCWU718E5W:3FFJ6VRIL23ACDKGS8KF95UKRFZI0F,1,6,7,6,8,10,2,10,10,10,10,6,9,10,3,6,4,7,8,10,1,10,3,3,2,10,10,5,10,37,female,white,nonhisp,learning patterns in relation to how the monster's appearance changed with what food it likes,
AMYURTQIMAC8T:3E47SOBEYRBU65FW4ODZ46WL16FCIQ,0,7,10,10,9,10,10,7,10,10,10,9,8,10,9,5,10,10,9,9,10,8,10,10,8,7,10,10,9,30,female,white,not-reported,,
AN9MVFWRCF2OP:3TPWUS5F8AGC70Z1T5HE5X5TFEWWCT,1,10,3,10,10,10,8,3,7,9,8,7,6,7,9,8,5,8,9,8,6,5,4,10,2,2,3,10,10,26,male,white,nonhisp,,
ANV8C2DATCAPB:3S3AMIZX3VKDYUZACACOD9G8915CDM,1,2,2,4,10,10,10,1,10,9,9,1,4,10,7,4,3,3,10,10,6,2,6,7,6,8,9,10,3,38,female,white,nonhisp,unsure,
AO4241SMFJ95K:3XM0HYN6NLE1KPMEDA9E3RX07TCPEQ,0,8,3,1,8,10,7,10,1,10,7,3,10,10,10,5,7,4,6,10,7,10,10,1,10,10,10,7,1,32,male,white,nonhisp,Our ability to learn the subtle differences than determine what the different monsters ate.,Thank you. Let me know when you have other experiments!
AOTF48KUV9KWM:39LNWE0K4VBQSZWWQFYZYCIR73EUI3,0,6,5,4,8,10,10,1,9,10,9,1,3,10,1,4,1,2,10,10,10,1,7,8,7,8,10,10,1,31,female,white,nonhisp,Something about learning but I'm not sure,
AOVN1TVNI7HJ7:3OS46CRSLGEACUQVT4ZFXVU5DLLV6X,1,1,1,1,10,10,3,1,10,7,9,10,10,9,1,10,10,10,5,1,9,1,3,1,4,10,10,3,1,40,male,white,nonhisp,Learning patterns.,
APNTEGPF7QZQI:3M0BCWMB8WBTXV7VF5LJUDZBXTWWBM,0,5,2,2,7,10,4,2,10,10,10,9,5,10,10,6,2,3,5,10,6,3,8,6,7,8,9,8,9,59,female,white,nonhisp,memorization of characterizations,
AROEBUDI2L9G9:358010RM5F8NV9ARUR85X87PAQ8VXH,0,9,1,2,10,10,10,1,9,3,4,10,10,10,1,9,10,8,2,1,10,10,9,10,8,2,1,10,10,35,female,white,nonhisp,I do not know,no
ASTDBTVY3WP1K:35L9RVQFCPXQW4LCKXGEY0HC7QZUHA,0,8,5,8,10,9,9,6,8,10,10,3,1,5,6,7,6,1,1,4,3,9,1,2,1,1,10,2,2,42,female,white,nonhisp,unsure,
AT116456PANMW:3EF8EXOTT2A6EDP4699FZBSU9LX1JE,0,7,9,9,2,3,3,7,9,7,6,5,6,7,8,6,2,2,10,10,9,4,6,3,8,10,10,6,3,48,female,white,not-reported,Testing to see if we were able to determine which monster's characteristics align with which choices.,
ATMQRDBW7WM1Z:3RKNTXVS3NDC5JJJZLF44AWEWLOA42,0,9,9,4,9,10,4,2,7,2,4,9,10,2,3,3,8,2,3,2,7,7,8,5,9,10,10,1,1,23,male,white,nonhisp,To see how different people approach problem solving. ,
ATUY1BTU5BQDE:3HMIGG0U4MLEK24ORUJXO8UQ0VSY85,1,6,1,1,10,10,4,1,1,10,9,3,3,10,2,8,3,6,9,10,10,10,1,10,9,2,2,10,2,22,male,white,nonhisp,"If you could se patterns in the monsters,",it was fun.
AU8YVB738G6C:3QBD8R3Z22Y17NDK94KM55GJL2V4OY,1,8,8,10,5,4,9,8,8,6,7,8,8,4,7,8,3,6,8,10,5,4,6,3,4,9,10,4,5,58,female,white,NA,no clue,
AUAN582MLI96N:3RWE2M8QWIP2QEV7POX7EDQ1EGZ0NO,0,3,1,1,10,8,2,3,10,8,7,9,8,2,7,3,1,1,10,10,1,2,10,10,10,4,3,10,10,38,male,white,nonhisp,not sure,
AUY0EZC3XDJZJ:3WZ36BJEV4V15E31K0G87TSCU28TBU,1,7,4,3,10,8,9,5,8,7,9,8,8,9,8,8,10,6,2,2,9,3,7,1,3,10,10,9,2,28,female,white,nonhisp,Recognizing patterns.,
AV22FQTJNBUZT:3VNL7UK1XGYRIVFHP224QJJX90WTF8,0,9,2,9,10,10,9,9,2,8,3,1,2,8,3,3,8,5,5,4,8,3,7,1,8,8,8,8,7,36,female,white,nonhisp,Not sure.,
AVXEDARJC5HLU:3Z3ZLGNNSJ9JA37WO377K5JDL01Q3K,0,6,5,8,8,10,8,2,9,1,2,10,10,8,1,7,10,6,2,1,9,9,8,8,7,7,6,6,5,42,male,white,not-reported,I have no idea,
AWTGJ45ZWUCHH:386CSBG1O01I7MUE7555R8VXVRL6QO,0,10,6,10,10,10,10,10,10,6,10,10,10,10,10,10,6,10,10,10,10,10,10,6,10,10,10,10,10,25,female,black,hisp,to see how well we could remember,
AYPOAY43REHC8:36PW28KO40BUXLGCORRHDW8599NEAF,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,50,female,black,nonhisp,,
AYSG3J2U3UF1Y:3PMBY0YE28I1V4MT0U7MRDXIIFV9C5,1,10,2,10,10,10,9,1,4,9,6,6,6,9,5,2,10,2,2,3,9,8,8,5,6,8,8,9,5,57,male,white,nonhisp,not sure,none
AYYSG3O9FNU15:3FK0YFF9P0VVRK5WUC7N9NA4UF0VVE,1,1,6,1,4,10,3,10,1,10,1,1,10,3,10,1,5,1,4,10,3,10,1,1,10,10,10,1,1,30,male,white,nonhisp,im unsure,no thanks 
AZ9BZONG644TU:3RJSC4XJ119Y0PP1LO1LKWQFNVC05B,0,8,2,2,9,10,10,8,8,2,2,9,10,10,8,8,2,2,9,10,10,8,8,9,9,1,1,10,2,34,female,white,nonhisp,no idea ,
AZVQ8TJ73ZGKM:35K3O9HUACSPTCXKZ7D9RXJW5OUEFJ,0,3,3,4,9,10,2,1,10,10,10,2,2,10,7,8,10,9,9,8,10,10,2,1,1,10,10,2,1,26,female,white,hisp,I thought it was mainly about memory related to frustration from trial process. ,I really enjoyed the task and it felt like it went by so quick. 
